Paragraph,Titel,Anchor,Absatz,Text
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 1 zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder für nicht unerhebliche Sachwerte oder zur Verhütung einer Straftat,"
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 2 zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder für nicht unerhebliche Sachwerte oder zur Verhütung einer Straftat,"
26c,Bestandsdatenauskunft,,,bei
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 1 zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, von Leib, Leben, Freiheit oder sexueller Selbstbestimmung einer Person oder von Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder zur Verhütung einer in § 100a Absatz 2 der Strafprozessordnung bezeichneten schweren Straftat,"
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 2 zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, von Leib, Leben, Freiheit oder sexueller Selbstbestimmung einer Person, von Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder zum Schutz nicht unerheblicher Sachwerte oder zur Verhütung einer in § 100a Absatz 2 der Strafprozessordnung bezeichneten schweren Straftat,"
26c,Bestandsdatenauskunft,,,"wenn im Einzelfall Tatsachen den Schluss auf ein wenigstens seiner Art nach konkretisiertes sowie zeitlich absehbares Geschehen zulassen, an dem bestimmte Personen beteiligt sein werden, oder"
26c,Bestandsdatenauskunft,,,bei
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 1 zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, von Leib, Leben, Freiheit oder sexueller Selbstbestimmung einer Person oder von Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder zur Verhütung einer in § 100a Absatz 2 der Strafprozessordnung bezeichneten schweren Straftat,"
26c,Bestandsdatenauskunft,,,"Bestandsdaten nach Absatz 1 Nummer 2 zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, von Leib, Leben, Freiheit oder sexueller Selbstbestimmung einer Person oder von Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder zur Verhütung einer in § 100a Absatz 2 der Strafprozessordnung bezeichneten schweren Straftat,"
26c,Bestandsdatenauskunft,,,"wenn im Einzelfall das individuelle Verhalten einer Person eine konkrete Wahrscheinlichkeit begründet, dass die Person in einem übersehbaren Zeitraum eine solche Gefährdung verursachen wird."
26c,Bestandsdatenauskunft,,,"Die Auskunft darf bei Satz 1 Nummer 2 Buchstabe b und Nummer 3 Buchstabe b nur dann verlangt werden, wenn tatsächliche Anhaltspunkte dafür vorliegen, dass die betroffene Person Nutzerin oder Nutzer des digitalen Dienstes ist, bei dem die Daten erhoben werden sollen."
26c,Bestandsdatenauskunft,P26c-A5,5,"Auskunftsverlangen nach Absatz 3 bedürfen der gerichtlichen Anordnung, die von der Polizeipräsidentin oder dem Polizeipräsidenten oder der Vertretung im Amt zu beantragen ist. Bei Gefahr im Verzug kann die Anordnung durch die Polizeipräsidentin oder den Polizeipräsidenten oder die Vertretung im Amt getroffen werden. Die gerichtliche Bestätigung der Anordnung ist in diesem Fall unverzüglich einzuholen. Die Anordnung tritt außer Kraft, wenn sie nicht binnen drei Werktagen gerichtlich bestätigt wird. In diesem Fall dürfen die bereits erhobenen Daten nicht mehr verwendet werden; sie sind unverzüglich zu löschen. Sind bereits Daten übermittelt worden, die nach Satz 5 zu löschen sind, so ist die empfangende Stelle darüber zu unterrichten. Einer gerichtlichen Anordnung bedarf es im Falle von Bestandsdaten nach Absatz 3 Satz 1 nicht, wenn die betroffene Person von dem Auskunftsverlangen bereits Kenntnis hat oder haben muss oder wenn die Verarbeitung der Daten bereits durch eine gerichtliche Entscheidung gestattet wird. Das Vorliegen der Voraussetzungen nach Satz 7 ist aktenkundig zu machen."
26c,Bestandsdatenauskunft,P26c-A6,6,§ 26 Absatz 3 gilt entsprechend.
26c,Bestandsdatenauskunft,P26c-A7,7,Die rechtlichen und tatsächlichen Grundlagen der Auskunftsverlangen nach den Absätzen 1 bis 4 sind aktenkundig zu machen. Im Auskunftsverlangen ist die jeweilige Rechtsgrundlage des Ersuchens anzugeben. Die Anbieter haben die verlangten Daten auf dem angegebenen Weg unverzüglich und unter Berücksichtigung sämtlicher unternehmensinterner Datenquellen vollständig zu übermitteln.
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A1,1,"Unter den Voraussetzungen des § 26 Absatz 1 kann die Polizei von jedem Telekommunikationsdiensteanbieter oder demjenigen, der an der Erbringung von Telekommunikationsdiensten mitwirkt, verlangen, ihr vorhandene oder zukünftig anfallende Verkehrsdaten, auch in Echtzeit, der dort genannten Personen zu übermitteln. Verkehrsdaten sind alle Daten nach § 9 Absatz 1 Satz 1 des Telekommunikation-Digitale-Dienste-Datenschutz-Gesetzes."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A2,2,"Unter den gleichen Voraussetzungen kann die Polizei technische Mittel einsetzen, um die spezifischen Kennungen, insbesondere die Geräte- und Kartennummer, von Mobilfunkendgeräten oder den Standort eines Mobilfunkendgerätes zu ermitteln."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A3,3,"Zur Abwehr einer gegenwärtigen Gefahr für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer gefährdeten, vermissten oder sonst in hilfloser Lage befindlichen Person können die Polizei und die Feuerwehr Maßnahmen nach den Absätzen 1 und 2 treffen, um den Standort eines Telekommunikationsendgerätes dieser Person zu ermitteln. Unter den gleichen Voraussetzungen kann der Standort eines Telekommunikationsendgerätes einer anderen als der in § 26 Absatz 1 Satz 1 genannten Person ermittelt werden, wenn Tatsachen die Annahme rechtfertigen, dass sie sich am selben Ort aufhält wie die gefährdete, vermisste oder sonst in hilfloser Lage befindliche Person, sofern eine Ortung des Telekommunikationsendgerätes jener Person nicht möglich ist oder nicht geeignet erscheint, um die Gefahr abzuwehren. Die Maßnahmen sind nur zulässig, wenn die Abwehr der Gefahr auf andere Weise aussichtslos oder wesentlich erschwert wäre. Sie dürfen auch durchgeführt werden, wenn andere Personen unvermeidbar betroffen werden. § 164 Absatz 1 des Telekommunikationsgesetzes und § 46a Absatz 4 bleiben unberührt."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A4,4,Unter den Voraussetzungen des § 26 Absatz 1 Satz 1 Nummer 1 und 3 sowie Satz 2 kann die Polizei
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"von jedem Telekommunikationsdiensteanbieter oder demjenigen, der an der Erbringung von Telekommunikationsdiensten mitwirkt, verlangen, Telekommunikationsverbindungen zu unterbrechen, zu verhindern oder die Verfügungsgewalt darüber in anderer geeigneter Weise zu entziehen, oder"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"technische Mittel einsetzen, um Telekommunikationsverbindungen zu unterbrechen, zu verhindern oder die Verfügungsgewalt darüber in anderer geeigneter Weise zu entziehen."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"Hierbei dürfen personenbezogene Daten Dritter nur erhoben und Telekommunikationsverbindungen Dritter nur unterbrochen oder verhindert werden, wenn dies zur Durchführung der Maßnahme unvermeidbar ist und nicht außer Verhältnis zum Zweck der Maßnahme steht. Bei der Maßnahme erhobene Daten sind zu löschen, sobald sie nicht mehr benötigt werden."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A5,5,"Die Polizei kann von jedem Anbieter digitaler Dienste verlangen, ihr vorhandene und zukünftig anfallende Nutzungsdaten im Sinne des § 2 Absatz 2 Nummer 3 des Telekommunikation-Digitale-Dienste-Datenschutz-Gesetzes der in § 26 Absatz 1 Satz 1 genannten Personen, auch in Echtzeit, zu übermitteln, soweit die Daten im Einzelfall erforderlich sind"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,zur Abwehr einer Gefahr
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"für die öffentliche Sicherheit, wobei die Auskunft auf die Merkmale zur Identifikation des Nutzers oder der Nutzerin beschränkt ist, oder"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder für nicht unerhebliche Sachwerte,"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, oder für nicht unerhebliche Sachwerte, wenn Tatsachen den Schluss auf ein wenigstens seiner Art nach konkretisiertes sowie zeitlich absehbares Geschehen zulassen, an dem bestimmte Personen beteiligt sein werden,"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"zum Schutz des Bestandes oder der Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person oder für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, wenn das individuelle Verhalten einer Person die konkrete Wahrscheinlichkeit begründet, dass sie in einem übersehbaren Zeitraum eine gegen ein solches Rechtsgut gerichtete Straftat begehen wird,"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"zur Verhütung einer Straftat von erheblicher Bedeutung, die voraussichtlich auch im Einzelfall nach Art und Schwere geeignet ist, den Rechtsfrieden empfindlich zu stören, sofern Tatsachen die Annahme rechtfertigen, dass eine Person innerhalb eines übersehbaren Zeitraums auf eine ihrer Art nach konkretisierte Weise eine solche Straftat begehen oder an ihr teilnehmen wird, oder"
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,,,"zur Verhütung einer in § 100a Absatz 2 der Strafprozessordnung bezeichneten und voraussichtlich auch im Einzelfall schwerwiegenden Straftat, sofern das individuelle Verhalten einer Person die konkrete Wahrscheinlichkeit begründet, dass sie diese innerhalb eines übersehbaren Zeitraumes begehen wird."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A6,6,"Maßnahmen nach den Absätzen 1, 2 und 3 Satz 2 sowie den Absätzen 4 und 5 bedürfen der gerichtlichen Anordnung, die von der Polizeipräsidentin oder dem Polizeipräsidenten oder der Vertretung im Amt zu beantragen ist. Bei Gefahr im Verzug kann die Anordnung durch die Polizeipräsidentin oder den Polizeipräsidenten oder die Vertretung im Amt getroffen werden. Die gerichtliche Bestätigung der Anordnung ist in diesem Fall unverzüglich einzuholen. Die Anordnung tritt außer Kraft, wenn sie nicht binnen drei Werktagen gerichtlich bestätigt wird. In diesem Fall dürfen die bereits erhobenen Daten nicht mehr verwendet werden; sie sind unverzüglich zu löschen. Sind bereits Daten übermittelt worden, die nach Satz 5 zu löschen sind, so ist die empfangende Stelle darüber zu unterrichten. Maßnahmen nach Absatz 3 Satz 1 werden durch eine Beamtin oder einen Beamten des höheren Dienstes angeordnet. Erforderlichkeit und Zweck der Maßnahme sind durch die anordnende Beamtin oder den anordnenden Beamten zu dokumentieren."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A7,7,"Die Anordnung nach Absatz 4 ist auf höchstens drei Tage zu befristen. Eine Verlängerung um jeweils nicht mehr als drei weitere Tage ist auf Antrag zulässig, soweit die Voraussetzungen der Anordnung fortbestehen. Liegen die Voraussetzungen der Anordnung nicht mehr vor, ist die Maßnahme unverzüglich zu beenden. Für die übrigen in dieser Vorschrift behandelten Anordnungen gilt § 26 Absatz 3 entsprechend."
26d,Erhebung von Verkehrs- und Nutzungsdaten; Unterbrechung der Telekommunikation,P26d-A8,8,§ 26 Absatz 4 gilt entsprechend.
26e,Funkzellenabfrage,P26e-A1,1,"Die Polizei kann ohne Wissen der Betroffenen von jedem Telekommunikationsdiensteanbieter oder demjenigen, der an der Erbringung von Telekommunikationsdiensten mitwirkt, verlangen, ihr alle in einem bestimmten Zeitraum in einem bestimmten örtlichen Bereich in Funkzellen angefallenen Telekommunikationsverkehrsdaten zu übermitteln, soweit die Daten im Einzelfall erforderlich sind,"
26e,Funkzellenabfrage,,,"um eine dringende Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, soweit diese durch Straftatbestände geschützt ist, bei denen die Tat mit Freiheitsstrafe nicht unter sechs Monaten bedroht ist, oder für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, abzuwehren,"
26e,Funkzellenabfrage,,,"sofern Tatsachen die Annahme rechtfertigen, dass eine Person innerhalb eines übersehbaren Zeitraums auf eine zumindest ihrer Art nach konkretisierte Weise eine in § 100g Absatz 2 Satz 2 der Strafprozessordnung bezeichnete und voraussichtlich auch im Einzelfall besonders schwerwiegende Straftat begehen oder an ihr teilnehmen wird, oder"
26e,Funkzellenabfrage,,,"sofern das individuelle Verhalten einer Person die konkrete Wahrscheinlichkeit begründet, dass sie innerhalb eines übersehbaren Zeitraumes eine terroristische Straftat begehen oder an ihr teilnehmen wird."
26e,Funkzellenabfrage,,,"Die Maßnahme ist nur zulässig, wenn die Abwehr der Gefahr oder die Verhütung der Straftat auf andere Weise aussichtslos oder wesentlich erschwert wäre und die Maßnahme nicht außer Verhältnis zur Bedeutung des aufzuklärenden Sachverhalts steht."
26e,Funkzellenabfrage,P26e-A2,2,"Die Maßnahme bedarf der gerichtlichen Anordnung, die von der Polizeipräsidentin oder dem Polizeipräsidenten oder der Vertretung im Amt zu beantragen ist. Bei Gefahr im Verzug kann die Anordnung durch die Polizeipräsidentin oder den Polizeipräsidenten oder die Vertretung im Amt getroffen werden. Die gerichtliche Bestätigung der Anordnung ist in diesem Fall unverzüglich einzuholen. Die Anordnung tritt außer Kraft, wenn sie nicht binnen drei Werktagen gerichtlich bestätigt wird. In diesem Fall dürfen die bereits erhobenen Daten nicht mehr verwendet werden; sie sind unverzüglich zu löschen. Sind bereits Daten übermittelt worden, die nach Satz 5 zu löschen sind, so ist die empfangende Stelle darüber zu unterrichten."
26e,Funkzellenabfrage,P26e-A3,3,"Die Anordnung ist auf höchstens zehn Tage zu befristen. Eine Verlängerung um jeweils nicht mehr als weitere zehn Tage ist auf Antrag zulässig, soweit die Voraussetzungen der Anordnung fortbestehen. Liegen die Voraussetzungen der Anordnung nicht mehr vor, ist die Maßnahme unverzüglich zu beenden."
26e,Funkzellenabfrage,P26e-A4,4,Die verlangten Daten sind der Polizei unverzüglich und vollständig zu übermitteln. § 26 Absatz 4 gilt entsprechend.
